MDB,Sovereign / Non-sovereign ,Project name,Project ID,Approval date,Approval year,Country,World Bank Income Level,Investment instrument,Sector (general),Total commitment ($ million),Mitigation sector,Adaptation sector,"Type (mitigation, adaptation or dual-use)",Climate finance ($ million),Mitigation ($ million),Adaptation ($ million),Dual-use ($ million),Climate finance percentage,Source
Asian Development Bank,Sovereign,Integrated Urban Flood Management for the Chennai-Kosasthalaiyar Basin Project - Additional Financing,49107-013,23/12/2022,2022,India,Lower middle income,Grant,Water and other urban infrastructure and services,2.28,,,Adaptation,0.06,,0.06,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Facilitating Youth School-to-Work Transition Program (Subprogram 3),49117-004,13/08/2021,2021,Philippines,Lower middle income,Loan,Public sector management,400,,,Dual-use,22.94,13.53,9.41,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Capacity Building of Electricidade de Timor-Leste in Distribution Network Operation and Maintenance (attached TA to Power Distribution Modernization Project),49177-002,11/11/2021,2021,Timor-Leste,Lower middle income,Technical assistance,Energy,,,,Dual-use,0,,,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Power Distribution Modernization Project,49177-002,20/12/2021,2021,Timor-Leste,Lower middle income,Loan,Energy,50.75,,,Dual-use,31.9,1.1,30.8,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Rajasthan State Highway Investment Program - Tranche 3,49228-004,20/12/2022,2022,India,Lower middle income,Loan,Transport,158.1,,,Dual-use,23.62,1.13,22.49,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Supporting the School Education Sector Plan,49424-002,27/12/2022,2022,Nepal,Lower middle income,Loan,Education,3584.7,,,Adaptation,35,,35,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Enhanced Policy and Program Implementation in School Education (attached TA to Supporting the School Education Sector Plan),49424-002,31/12/2022,2022,Nepal,Lower middle income,Technical assistance,,,,,Adaptation,0,,,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Enhanced Policy and Program Implementation in School Education (attached TA to Supporting the School Education Sector Plan),49424-002,31/12/2022,2022,Nepal,Lower middle income,Technical assistance,,,,,Adaptation,0,,,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Capacity Building and Sector Reform for Renewable Energy Investments in the Pacific,49450-010,21/09/2021,2021,Regional (Pacific),Regional,Technical assistance,Energy,0.425,,,Mitigation,0.425,,0.425,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Energy Security Project (additional financing),49450-026,17/12/2021,2021,Marshall Islands,Upper middle income,Grant,Energy,7.7,,,Dual-use,0.6,0.2,0.4,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Renewable Energy Development Project (additional financing),49450-027,17/12/2021,2021,Federated States of Micronesia,Lower middle income,Grant,Energy,4.2,,,Dual-use,0.4,0.3,0.1,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Preparing Floating Solar Plus Projects under the Pacific Renewable Energy Investment Facility,49450-028,23/12/2022,2022,Regional; Kiribati; Tonga; Tuvalu; Federated States of Micronesia; Nauru; Marshall Islands; Solomon Islands; Vanuatu; Cook Islands; Palau; Samoa,Regional,Technical assistance,Energy,1.5,,,Mitigation,1.5,1.5,,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Energy Access Project (Additional Financing),49450-029,07/12/2021,2021,Vanuatu,Lower middle income,Grant,Energy,7.2,,,Mitigation,5.4,,5.4,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,49450-032,14/12/2023,2023,Tuvalu,Upper middle income,Grant,Energy,8.5,,,Dual-use,2,,2,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,49450-032,14/12/2023,2023,Tuvalu,Upper middle income,Grant cofinancing,Energy,,,,Dual-use,0.5,,0.5,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,49450-032,14/12/2023,2023,Tuvalu,Upper middle income,Grant cofinancing,"Agriculture, natural resources and rural development",,,,Dual-use,0.3,,0.3,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,49450-032,14/12/2023,2023,Tuvalu,Upper middle income,Grant cofinancing,Energy,,,,Dual-use,3,3,,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,49450-032,14/12/2023,2023,Tuvalu,Upper middle income,Grant cofinancing,Transport,,,,Dual-use,0.3,,0.3,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,49450-032,14/12/2023,2023,Tuvalu,Upper middle income,Grant cofinancing,Energy,,,,Dual-use,0.6,,0.6,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,49450-032,14/12/2023,2023,Tuvalu,Upper middle income,Grant cofinancing,"Agriculture, natural resources and rural development",,,,Dual-use,1.1,,1.1,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Pacific Renewable Energy Investment Facility: Nuku’alofa Network Upgrade Project,49450-036,08/12/2022,2022,Tonga,Upper middle income,Grant,Energy,8.7,,,Dual-use,2.3,0.18,2.12,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,South Tarawa Water Supply Project (Additional Financing),49453-004,19/12/2022,2022,Kiribati,Lower middle income,Grant,Water and other urban infrastructure and services,28.193506,,,Dual-use,10.1,1.1,9,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,South Tarawa Water Supply Project (Additional Financing),49453-004,19/12/2022,2022,Kiribati,Lower middle income,Grant,Water and other urban infrastructure and services,,,,Dual-use,2.316529,0.252295,2.064234,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Guangxi Regional Cooperation and Integration Promotion Investment Program - Tranche 3,50050-005,02/12/2021,2021,People's Republic of China,Upper middle income,Loan,Industry and trade,326.7,,,Dual-use,5.86,1.91,3.95,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Supporting Adaptation Decision Making for Climate Resilient Investments,50121-001,07/04/2022,2022,Regional,Regional,Technical assistance,Water and other urban infrastructure and services,0.45,,,Adaptation,0.1,,0.1,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Supporting Adaptation Decision Making for Climate Resilient Investments,50121-001,07/04/2022,2022,Regional,Regional,Technical assistance,"Agriculture, natural resources and rural development",,,,Adaptation,0.1,,0.1,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Supporting Adaptation Decision Making for Climate Resilient Investments,50121-001,07/04/2022,2022,Regional,Regional,Technical assistance,Education,,,,Adaptation,0.1,,0.1,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Supporting Adaptation Decision Making for Climate Resilient Investments,50121-001,07/04/2022,2022,Regional,Regional,Technical assistance,Health,,,,Adaptation,0.1,,0.1,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Supporting Adaptation Decision Making for Climate Resilient Investments,50121-001,07/04/2022,2022,Regional,Regional,Technical assistance,Transport,,,,Adaptation,0.05,,0.05,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Supporting Adaptation Decision Making for Climate Resilient Investments,50121-001,25/10/2023,2023,Regional,Regional,Technical assistance,Water and other urban infrastructure and services,0.6,,,Adaptation,0.1,,0.1,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Supporting Adaptation Decision Making for Climate Resilient Investments,50121-001,25/10/2023,2023,Regional,Regional,Technical assistance,"Agriculture, natural resources and rural development",,,,Adaptation,0.1,,0.1,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Supporting Adaptation Decision Making for Climate Resilient Investments,50121-001,25/10/2023,2023,Regional,Regional,Technical assistance,Education,,,,Adaptation,0.1,,0.1,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Supporting Adaptation Decision Making for Climate Resilient Investments,50121-001,25/10/2023,2023,Regional,Regional,Technical assistance,Energy,,,,Adaptation,0.1,,0.1,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Supporting Adaptation Decision Making for Climate Resilient Investments,50121-001,25/10/2023,2023,Regional,Regional,Technical assistance,Health,,,,Adaptation,0.075,,0.075,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Supporting Adaptation Decision Making for Climate Resilient Investments,50121-001,25/10/2023,2023,Regional,Regional,Technical assistance,Information and communication technology,,,,Adaptation,0.025,,0.025,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Supporting Adaptation Decision Making for Climate Resilient Investments,50121-001,25/10/2023,2023,Regional,Regional,Technical assistance,Transport,,,,Adaptation,0.1,,0.1,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Improving Computer and Software Engineering Tertiary Education Project,50140-002,28/11/2023,2023,Bangladesh,Lower middle income,Loan,Education,114,,,Dual-use,4.867,4.387,0.48,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Nonsovereign,ENA Investment Program Phase 2,50146-003,11/08/2021,2021,Armenia,Upper middle income,Loan,Energy,148.42,,,Mitigation,16.04,,16.04,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Nonsovereign,ENA Investment Program Phase 2,50146-003,11/08/2021,2021,Armenia,Upper middle income,Loan,Energy,,,,Mitigation,12.03,,12.03,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Sustainable Rural Infrastructure and Watershed Management Sector Project - Additional Financing,50236-003,12/12/2023,2023,Lao People's Democratic Republic,Lower middle income,Grant cofinancing,"Agriculture, natural resources and rural development",14,,,Dual-use,6.5,4,2.5,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Strengthening Infrastructure Capacity and Innovation for Inclusive Growth–Phase 2,50288-005,28/12/2022,2022,Philippines,Lower middle income,Technical assistance,Water and other urban infrastructure and services,1,,,Dual-use,0.08,0.04,0.04,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Strengthening Infrastructure Capacity and Innovation for Inclusive Growth–Phase 2,50288-005,28/12/2022,2022,Philippines,Lower middle income,Technical assistance,Transport,,,,Dual-use,0.64,0.32,0.32,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Strengthening Infrastructure Capacity and Innovation for Inclusive Growth–Phase 2,50288-005,28/12/2022,2022,Philippines,Lower middle income,Technical assistance,"Agriculture, natural resources and rural development",,,,Dual-use,0.08,0.04,0.04,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,"Infrastructure Preparation and Innovation Facility, Second Additional Financing",50288-006,15/12/2023,2023,Philippines,Lower middle income,Loan,Transport,264.04,,,Dual-use,109.2,57.9,51.3,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,"Promoting Climate-Smart Infrastructure [Attached TA to Infrastructure Preparation and Innovation Facility, Second Additional Financing]",50288-006,22/12/2023,2023,Philippines,Lower middle income,Technical assistance,Transport,,,,Dual-use,0.5,0.15,0.35,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,"Promoting Climate-Smart Infrastructure [Attached TA to Infrastructure Preparation and Innovation Facility, Second Additional Financing]",50288-006,22/12/2023,2023,Philippines,Lower middle income,Technical assistance cofinancing,Transport,,,,Dual-use,1,0.3,0.7,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Second Integrated Road Investment Program-Tranche 3,50301-004,28/05/2021,2021,Sri Lanka,Lower middle income,Loan,Transport,215.72,,,Adaptation,9.9,9.9,,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Second Integrated Road Investment Program-Tranche 4,50301-005,28/11/2023,2023,Sri Lanka,Lower middle income,Loan,Transport,68.5,,,Adaptation,43.6,,43.6,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Additional Financing for Dushanbe Water Supply and Sanitation Project,50347-003,18/10/2022,2022,Tajikistan,Lower middle income,Grant,Water and other urban infrastructure and services,42.63,,,Dual-use,14.254,0.604,13.65,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Enhancing Small and Medium-Sized Enterprises Financial Services Outreach,50349-003,28/02/2022,2022,Sri Lanka,Lower middle income,Technical assistance,Finance,0.8,,,Adaptation,0.0708,,0.0708,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Enhancing Small and Medium-Sized Enterprises Financial Services Outreach,50349-003,28/02/2022,2022,Sri Lanka,Lower middle income,Technical assistance,Finance,,,,Adaptation,0.03,,0.03,,,Climate Change Financing at ADB - 2022
Asian Development Bank,Sovereign,Enhancing Small and Medium-Sized Enterprises Financial Services Outreach,50349-003,25/07/2023,2023,Sri Lanka,Lower middle income,Technical assistance cofinancing,Finance,0.33508,,,Dual-use,0.06,0.03,0.03,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Establishing a Support Facility for Article 6 of the Paris Agreement,50404-001,20/11/2023,2023,Regional,Regional,Technical assistance,Energy,2.77608,,,Mitigation,1.5,1.5,,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Establishing a Support Facility for Article 6 of the Paris Agreement,50404-001,20/11/2023,2023,Regional,Regional,Technical assistance cofinancing,Energy,,,,Mitigation,1.27608,1.27608,,,,Climate Change Financing at ADB - 2023
Asian Development Bank,Sovereign,Skills Development for a Modern Economy Project,51012-003,30/09/2021,2021,Uzbekistan,Lower middle income,Loan,Education,162,,,Mitigation,2.223,,2.223,,,Climate Change Financing at ADB - 2021
Asian Development Bank,Sovereign,Air Quality Improvement in the Greater Beijing–Tianjin–Hebei Region—Green Financing Scale up Project,51033-001,18/03/2021,2021,People's Republic of China,Upper middle income,Loan,Energy,650.78,,,Mitigation,135,0,135,,,Climate Change Financing at ADB - 2021
